Date,Product,Category,Sales,Quantity,Price
2024-01-14,Smartphone,Electronics,83228.8,3,30000
2024-01-14,Headphones,Accessories,13575.08,5,2500
2024-01-14,Keyboard,Accessories,6255.69,4,1500
2024-01-14,Mouse,Accessories,2521.62,3,800
2024-01-14,Office Chair,Furniture,67273.85,8,9000
2024-01-14,Desk,Furniture,88497.4,8,12000
2024-01-14,Monitor,Electronics,14631.26,1,15000
2024-01-15,Laptop,Electronics,425353.85,7,55000
2024-01-15,Smartphone,Electronics,31264.97,1,30000
2024-01-15,Headphones,Accessories,2268.08,1,2500
2024-01-15,Keyboard,Accessories,10604.45,7,1500
2024-01-15,Mouse,Accessories,1507.05,2,800
2024-01-15,Office Chair,Furniture,33191.61,4,9000
2024-01-15,Desk,Furniture,12047.91,1,12000
2024-01-15,Monitor,Electronics,14070.67,1,15000
2024-01-16,Laptop,Electronics,361459.49,6,55000
2024-01-16,Smartphone,Electronics,163774.91,5,30000
2024-01-16,Headphones,Accessories,16823.93,7,2500
2024-01-16,Keyboard,Accessories,4716.39,3,1500
2024-01-16,Mouse,Accessories,2605.24,3,800
2024-01-16,Office Chair,Furniture,57627.19,6,9000
2024-01-16,Desk,Furniture,43209.29,4,12000
2024-01-16,Monitor,Electronics,65739.18,4,15000
2024-01-17,Laptop,Electronics,224260.25,4,55000
2024-01-17,Smartphone,Electronics,199013.76,6,30000
2024-01-17,Headphones,Accessories,2203.04,1,2500
2024-01-17,Keyboard,Accessories,9105.26,6,1500
2024-01-17,Mouse,Accessories,4740.58,6,800
2024-01-17,Office Chair,Furniture,42022.11,5,9000
2024-01-17,Desk,Furniture,10612.06,1,12000
2024-01-17,Monitor,Electronics,86228.63,6,15000
2024-01-18,Laptop,Electronics,212949.55,4,55000
2024-01-18,Smartphone,Electronics,221135.37,7,30000
2024-01-18,Headphones,Accessories,2525.52,1,2500
2024-01-18,Keyboard,Accessories,4357.13,3,1500
2024-01-18,Mouse,Accessories,5264.62,7,800
2024-01-18,Office Chair,Furniture,60130.22,6,9000
2024-01-18,Desk,Furniture,59809.09,5,12000
2024-01-18,Monitor,Electronics,44291.46,3,15000
2024-01-19,Laptop,Electronics,275174.05,5,55000
2024-01-19,Smartphone,Electronics,124865.01,4,30000
2024-01-19,Headphones,Accessories,2317.15,1,2500
2024-01-19,Keyboard,Accessories,7498.55,5,1500
2024-01-19,Mouse,Accessories,2834.67,4,800
2024-01-19,Office Chair,Furniture,8014.18,1,9000
2024-01-19,Desk,Furniture,53074.08,4,12000
2024-01-19,Monitor,Electronics,71032.09,5,15000
2024-01-20,Laptop,Electronics,319716.57,6,55000
2024-01-20,Smartphone,Electronics,33262.12,1,30000
2024-01-20,Headphones,Accessories,12284.55,5,2500
2024-01-20,Keyboard,Accessories,7630.13,5,1500
2024-01-20,Mouse,Accessories,3471.11,4,800
2024-01-20,Office Chair,Furniture,68642.44,8,9000
2024-01-20,Desk,Furniture,90665.66,8,12000
2024-01-20,Monitor,Electronics,41430.52,3,15000
2024-01-21,Laptop,Electronics,53609.93,1,55000
2024-01-21,Smartphone,Electronics,188468.49,6,30000
2024-01-21,Headphones,Accessories,13549.84,6,2500
2024-01-21,Keyboard,Accessories,13411.36,8,1500
2024-01-21,Mouse,Accessories,1505.6,2,800
2024-01-21,Office Chair,Furniture,19630.25,2,9000
2024-01-21,Desk,Furniture,13004.17,1,12000
2024-01-21,Monitor,Electronics,15728.94,1,15000
2024-01-22,Laptop,Electronics,365927.89,7,55000
2024-01-22,Smartphone,Electronics,205956.96,7,30000
2024-01-22,Headphones,Accessories,5440.49,2,2500
2024-01-22,Keyboard,Accessories,6746.87,5,1500
2024-01-22,Mouse,Accessories,5602.04,7,800
2024-01-22,Office Chair,Furniture,41698.16,5,9000
2024-01-22,Desk,Furniture,77111.3,6,12000
2024-01-22,Monitor,Electronics,65567.29,4,15000
2024-01-23,Laptop,Electronics,373503.86,7,55000
2024-01-23,Smartphone,Electronics,59114.03,2,30000
2024-01-23,Headphones,Accessories,15550.96,7,2500
2024-01-23,Keyboard,Accessories,1375.81,1,1500
2024-01-23,Mouse,Accessories,4554.1,6,800
2024-01-23,Office Chair,Furniture,19556.95,2,9000
2024-01-23,Desk,Furniture,10667.56,1,12000
2024-01-23,Monitor,Electronics,85750.54,6,15000
2024-01-24,Laptop,Electronics,150231.6,3,55000
2024-01-24,Smartphone,Electronics,32360.66,1,30000
2024-01-24,Headphones,Accessories,9317.97,4,2500
2024-01-24,Keyboard,Accessories,7423.08,5,1500
2024-01-24,Mouse,Accessories,4283.54,6,800
2024-01-24,Office Chair,Furniture,35234.1,4,9000
2024-01-24,Desk,Furniture,37187.39,3,12000
2024-01-24,Monitor,Electronics,54711.53,4,15000
2024-01-25,Laptop,Electronics,110430.33,2,55000
2024-01-25,Smartphone,Electronics,160174.12,6,30000
2024-01-25,Headphones,Accessories,17220.79,7,2500
2024-01-25,Keyboard,Accessories,2696.49,2,1500
2024-01-25,Mouse,Accessories,3696.96,5,800
2024-01-25,Office Chair,Furniture,58354.3,6,9000
2024-01-25,Desk,Furniture,12542.88,1,12000
2024-01-25,Monitor,Electronics,13823.86,1,15000
2024-01-26,Laptop,Electronics,54239.05,1,55000
2024-01-26,Smartphone,Electronics,162455.33,6,30000
2024-01-26,Headphones,Accessories,2596.12,1,2500
2024-01-26,Keyboard,Accessories,7748.89,5,1500
2024-01-26,Mouse,Accessories,4228.38,5,800
2024-01-26,Office Chair,Furniture,62027.37,7,9000
2024-01-26,Desk,Furniture,58842.24,5,12000
2024-01-26,Monitor,Electronics,60950.94,4,15000
2024-01-27,Laptop,Electronics,175210.71,3,55000
2024-01-27,Smartphone,Electronics,28861.53,1,30000
2024-01-27,Headphones,Accessories,8910.41,4,2500
2024-01-27,Keyboard,Accessories,1432.11,1,1500
2024-01-27,Mouse,Accessories,5034.61,6,800
2024-01-27,Office Chair,Furniture,31828.27,4,9000
2024-01-27,Desk,Furniture,23951.71,2,12000
2024-01-27,Monitor,Electronics,115573.56,8,15000
2024-01-28,Laptop,Electronics,324761.05,6,55000
2024-01-28,Smartphone,Electronics,213968.19,8,30000
2024-01-28,Headphones,Accessories,15486.34,6,2500
2024-01-28,Keyboard,Accessories,2827.84,2,1500
2024-01-28,Mouse,Accessories,1648.33,2,800
2024-01-28,Office Chair,Furniture,18004.49,2,9000
2024-01-28,Desk,Furniture,62649.08,5,12000
2024-01-28,Monitor,Electronics,132794.45,8,15000
2024-01-29,Laptop,Electronics,224528.95,4,55000
2024-01-29,Smartphone,Electronics,96500.5,3,30000
2024-01-29,Headphones,Accessories,9731.61,4,2500
2024-01-29,Keyboard,Accessories,5465.04,4,1500
2024-01-29,Mouse,Accessories,4043.79,5,800
2024-01-29,Office Chair,Furniture,46360.15,5,9000
2024-01-29,Desk,Furniture,13328.23,1,12000
2024-01-29,Monitor,Electronics,27888.13,2,15000
2024-01-30,Laptop,Electronics,246577.85,5,55000
2024-01-30,Smartphone,Electronics,203813.86,7,30000
2024-01-30,Headphones,Accessories,11283.33,5,2500
2024-01-30,Keyboard,Accessories,4323.48,3,1500
2024-01-30,Mouse,Accessories,1530.49,2,800
2024-01-30,Office Chair,Furniture,18784.57,2,9000
2024-01-30,Desk,Furniture,77434.02,6,12000
2024-01-30,Monitor,Electronics,14985.73,1,15000
2024-01-31,Laptop,Electronics,115193.86,2,55000
2024-01-31,Smartphone,Electronics,165719.33,5,30000
2024-01-31,Headphones,Accessories,9803.07,4,2500
2024-01-31,Keyboard,Accessories,7107.66,5,1500
2024-01-31,Mouse,Accessories,1570.61,2,800
2024-01-31,Office Chair,Furniture,30178.47,3,9000
2024-01-31,Desk,Furniture,46525.65,4,12000
2024-01-31,Monitor,Electronics,107029.71,7,15000
2024-02-01,Laptop,Electronics,424801.98,7,55000
2024-02-01,Smartphone,Electronics,140589.49,5,30000
2024-02-01,Headphones,Accessories,18553.66,7,2500
2024-02-01,Keyboard,Accessories,1405.77,1,1500
2024-02-01,Mouse,Accessories,5263.74,6,800
2024-02-01,Office Chair,Furniture,53955.43,6,9000
2024-02-01,Desk,Furniture,11481.74,1,12000
2024-02-01,Monitor,Electronics,40679.84,3,15000
2024-02-02,Laptop,Electronics,194172.23,4,55000
2024-02-02,Smartphone,Electronics,32499.43,1,30000
2024-02-02,Headphones,Accessories,2391.59,1,2500
2024-02-02,Keyboard,Accessories,9381.82,6,1500
2024-02-02,Mouse,Accessories,3256.4,4,800
2024-02-02,Office Chair,Furniture,56699.26,7,9000
2024-02-02,Desk,Furniture,57022.24,5,12000
2024-02-02,Monitor,Electronics,15193.33,1,15000
2024-02-03,Laptop,Electronics,291656.72,5,55000
2024-02-03,Smartphone,Electronics,256202.65,8,30000
2024-02-03,Headphones,Accessories,18037.79,8,2500
2024-02-03,Keyboard,Accessories,3341.46,2,1500
2024-02-03,Mouse,Accessories,4857.06,6,800
2024-02-03,Office Chair,Furniture,47559.98,5,9000
2024-02-03,Desk,Furniture,57853.18,5,12000
2024-02-03,Monitor,Electronics,33374.29,2,15000
2024-02-04,Laptop,Electronics,58451.94,1,55000
2024-02-04,Smartphone,Electronics,130565.82,4,30000
2024-02-04,Headphones,Accessories,13502.78,6,2500
2024-02-04,Keyboard,Accessories,7000.64,5,1500
2024-02-04,Mouse,Accessories,861.8,1,800
2024-02-04,Office Chair,Furniture,16473.33,2,9000
2024-02-04,Desk,Furniture,54021.66,5,12000
2024-02-04,Monitor,Electronics,45878.1,3,15000
2024-02-05,Laptop,Electronics,266462.38,5,55000
2024-02-05,Smartphone,Electronics,112416.53,4,30000
2024-02-05,Headphones,Accessories,19541.2,7,2500
2024-02-05,Keyboard,Accessories,5784.31,4,1500
2024-02-05,Mouse,Accessories,2880.13,4,800
2024-02-05,Office Chair,Furniture,43682.27,5,9000
2024-02-05,Desk,Furniture,82472.32,7,12000
2024-02-05,Monitor,Electronics,28777.82,2,15000
2024-02-06,Laptop,Electronics,329415.91,6,55000
2024-02-06,Smartphone,Electronics,146587.28,5,30000
2024-02-06,Headphones,Accessories,13402.69,6,2500
2024-02-06,Keyboard,Accessories,6384.76,4,1500
2024-02-06,Mouse,Accessories,5800.54,7,800
2024-02-06,Office Chair,Furniture,9391.05,1,9000
2024-02-06,Desk,Furniture,53324.23,4,12000
2024-02-06,Monitor,Electronics,104438.42,7,15000
2024-02-07,Laptop,Electronics,59865.51,1,55000
2024-02-07,Smartphone,Electronics,177249.71,6,30000
2024-02-07,Headphones,Accessories,4414.59,2,2500
2024-02-07,Keyboard,Accessories,6677.69,5,1500
2024-02-07,Mouse,Accessories,3561.66,5,800
2024-02-07,Office Chair,Furniture,50324.02,5,9000
2024-02-07,Desk,Furniture,56443.06,5,12000
2024-02-07,Monitor,Electronics,50068.47,3,15000
2024-02-08,Laptop,Electronics,101188.09,2,55000
2024-02-08,Smartphone,Electronics,31409.39,1,30000
2024-02-08,Headphones,Accessories,19582.49,7,2500
2024-02-08,Keyboard,Accessories,9182.12,6,1500
2024-02-08,Mouse,Accessories,4989.08,7,800
2024-02-08,Office Chair,Furniture,39963.19,4,9000
2024-02-08,Desk,Furniture,71233.75,6,12000
2024-02-08,Monitor,Electronics,57633.5,4,15000
2024-02-09,Laptop,Electronics,101766.4,2,55000
2024-02-09,Smartphone,Electronics,58391.06,2,30000
2024-02-09,Headphones,Accessories,10200.77,4,2500
2024-02-09,Keyboard,Accessories,5798.9,4,1500
2024-02-09,Mouse,Accessories,3573.41,4,800
2024-02-09,Office Chair,Furniture,47938.81,6,9000
2024-02-09,Desk,Furniture,11451.44,1,12000
2024-02-09,Monitor,Electronics,61480.06,4,15000
2024-02-10,Laptop,Electronics,250790.22,5,55000
2024-02-10,Smartphone,Electronics,96966.8,3,30000
2024-02-10,Headphones,Accessories,4899.97,2,2500
2024-02-10,Keyboard,Accessories,7704.15,5,1500
2024-02-10,Mouse,Accessories,1439.78,2,800
2024-02-10,Office Chair,Furniture,58744.19,6,9000
2024-02-10,Desk,Furniture,55173.61,5,12000
2024-02-10,Monitor,Electronics,15999.37,1,15000
2024-02-11,Laptop,Electronics,122864.09,2,55000
2024-02-11,Smartphone,Electronics,29112.52,1,30000
2024-02-11,Headphones,Accessories,4857.07,2,2500
2024-02-11,Keyboard,Accessories,9710.99,6,1500
2024-02-11,Mouse,Accessories,864.96,1,800
2024-02-11,Office Chair,Furniture,15999.07,2,9000
2024-02-11,Desk,Furniture,90779.3,8,12000
2024-02-11,Monitor,Electronics,130504.0,8,15000
2024-02-12,Laptop,Electronics,55453.37,1,55000
2024-02-12,Smartphone,Electronics,167878.93,5,30000
2024-02-12,Headphones,Accessories,12755.45,5,2500
2024-02-12,Keyboard,Accessories,8300.58,5,1500
2024-02-12,Mouse,Accessories,1553.09,2,800
2024-02-12,Office Chair,Furniture,44465.88,5,9000
2024-02-12,Desk,Furniture,67704.93,6,12000
2024-02-12,Monitor,Electronics,76911.14,5,15000
2024-02-13,Laptop,Electronics,359955.08,6,55000
2024-02-13,Smartphone,Electronics,57957.54,2,30000
2024-02-13,Headphones,Accessories,18220.61,7,2500
2024-02-13,Keyboard,Accessories,2982.87,2,1500
2024-02-13,Mouse,Accessories,2411.61,3,800
2024-02-13,Office Chair,Furniture,38733.57,4,9000
2024-02-13,Desk,Furniture,48702.01,4,12000
2024-02-13,Monitor,Electronics,96303.27,6,15000
2024-02-14,Laptop,Electronics,50169.0,1,55000
2024-02-14,Smartphone,Electronics,205995.0,7,30000
2024-02-14,Headphones,Accessories,12860.93,5,2500
2024-02-14,Keyboard,Accessories,3219.63,2,1500
2024-02-14,Mouse,Accessories,5111.28,7,800
2024-02-14,Office Chair,Furniture,40151.2,4,9000
2024-02-14,Desk,Furniture,24517.93,2,12000
2024-02-14,Monitor,Electronics,91184.02,6,15000
2024-02-15,Laptop,Electronics,181004.68,3,55000
2024-02-15,Smartphone,Electronics,121366.45,4,30000
2024-02-15,Headphones,Accessories,2670.19,1,2500
2024-02-15,Keyboard,Accessories,5709.06,4,1500
2024-02-15,Mouse,Accessories,1739.15,2,800
2024-02-15,Office Chair,Furniture,48201.9,5,9000
2024-02-15,Desk,Furniture,26457.14,2,12000
2024-02-15,Monitor,Electronics,31936.21,2,15000
2024-02-16,Laptop,Electronics,217842.37,4,55000
2024-02-16,Smartphone,Electronics,61739.6,2,30000
2024-02-16,Headphones,Accessories,4794.5,2,2500
2024-02-16,Keyboard,Accessories,4586.02,3,1500
2024-02-16,Mouse,Accessories,2155.7,3,800
2024-02-16,Office Chair,Furniture,8913.86,1,9000
2024-02-16,Desk,Furniture,81990.06,7,12000
2024-02-16,Monitor,Electronics,55419.07,4,15000
2024-02-17,Laptop,Electronics,60237.61,1,55000
2024-02-17,Smartphone,Electronics,90329.1,3,30000
2024-02-17,Headphones,Accessories,5122.32,2,2500
2024-02-17,Keyboard,Accessories,4004.14,3,1500
2024-02-17,Mouse,Accessories,3851.28,5,800
2024-02-17,Office Chair,Furniture,16604.69,2,9000
2024-02-17,Desk,Furniture,60701.5,5,12000
2024-02-17,Monitor,Electronics,74294.02,5,15000
2024-02-18,Laptop,Electronics,120407.34,2,55000
2024-02-18,Smartphone,Electronics,30024.6,1,30000
2024-02-18,Headphones,Accessories,11964.75,5,2500
2024-02-18,Keyboard,Accessories,3215.58,2,1500
2024-02-18,Mouse,Accessories,836.05,1,800
2024-02-18,Office Chair,Furniture,49554.43,6,9000
2024-02-18,Desk,Furniture,52837.37,5,12000
2024-02-18,Monitor,Electronics,64409.3,4,15000
2024-02-19,Laptop,Electronics,56284.07,1,55000
2024-02-19,Smartphone,Electronics,111629.26,4,30000
2024-02-19,Headphones,Accessories,19280.98,7,2500
2024-02-19,Keyboard,Accessories,9255.43,6,1500
2024-02-19,Mouse,Accessories,5642.02,7,800
2024-02-19,Office Chair,Furniture,19069.07,2,9000
2024-02-19,Desk,Furniture,65912.93,6,12000
2024-02-19,Monitor,Electronics,47304.18,3,15000
2024-02-20,Laptop,Electronics,416826.32,7,55000
2024-02-20,Smartphone,Electronics,90693.65,3,30000
2024-02-20,Headphones,Accessories,13601.64,5,2500
2024-02-20,Keyboard,Accessories,9070.45,6,1500
2024-02-20,Mouse,Accessories,5068.94,7,800
2024-02-20,Office Chair,Furniture,61144.54,7,9000
2024-02-20,Desk,Furniture,24368.44,2,12000
2024-02-20,Monitor,Electronics,13961.21,1,15000
2024-02-21,Laptop,Electronics,110932.86,2,55000
2024-02-21,Smartphone,Electronics,32811.8,1,30000
2024-02-21,Headphones,Accessories,9937.53,4,2500
2024-02-21,Keyboard,Accessories,3208.2,2,1500
2024-02-21,Mouse,Accessories,3980.4,5,800
2024-02-21,Office Chair,Furniture,36320.6,4,9000
2024-02-21,Desk,Furniture,24332.6,2,12000
2024-02-21,Monitor,Electronics,15232.05,1,15000
2024-02-22,Laptop,Electronics,104291.68,2,55000
2024-02-22,Smartphone,Electronics,197264.77,6,30000
2024-02-22,Headphones,Accessories,4693.22,2,2500
2024-02-22,Keyboard,Accessories,5025.44,3,1500
2024-02-22,Mouse,Accessories,4416.34,5,800
2024-02-22,Office Chair,Furniture,40699.25,5,9000
2024-02-22,Desk,Furniture,69673.37,6,12000
2024-02-22,Monitor,Electronics,65051.77,4,15000
2024-02-23,Laptop,Electronics,312979.54,6,55000
2024-02-23,Smartphone,Electronics,187604.94,7,30000
2024-02-23,Headphones,Accessories,2248.14,1,2500
2024-02-23,Keyboard,Accessories,3979.7,3,1500
2024-02-23,Mouse,Accessories,4463.08,5,800
2024-02-23,Office Chair,Furniture,68996.75,7,9000
2024-02-23,Desk,Furniture,53408.3,4,12000
2024-02-23,Monitor,Electronics,52876.32,4,15000
2024-02-24,Laptop,Electronics,310825.9,6,55000
2024-02-24,Smartphone,Electronics,187285.39,6,30000
2024-02-24,Headphones,Accessories,2631.07,1,2500
2024-02-24,Keyboard,Accessories,4577.34,3,1500
2024-02-24,Mouse,Accessories,2595.02,3,800
2024-02-24,Office Chair,Furniture,41620.07,5,9000
2024-02-24,Desk,Furniture,75645.26,6,12000
2024-02-24,Monitor,Electronics,60109.59,4,15000
2024-02-25,Laptop,Electronics,55393.89,1,55000
2024-02-25,Smartphone,Electronics,30796.46,1,30000
2024-02-25,Headphones,Accessories,15292.46,6,2500
2024-02-25,Keyboard,Accessories,4966.58,3,1500
2024-02-25,Mouse,Accessories,4031.29,5,800
2024-02-25,Office Chair,Furniture,8717.54,1,9000
2024-02-25,Desk,Furniture,24279.95,2,12000
2024-02-25,Monitor,Electronics,33527.71,2,15000
2024-02-26,Laptop,Electronics,287181.72,5,55000
2024-02-26,Smartphone,Electronics,112933.65,4,30000
2024-02-26,Headphones,Accessories,11008.13,5,2500
2024-02-26,Keyboard,Accessories,1534.43,1,1500
2024-02-26,Mouse,Accessories,4698.44,6,800
2024-02-26,Office Chair,Furniture,48902.82,6,9000
2024-02-26,Desk,Furniture,64760.92,5,12000
2024-02-26,Monitor,Electronics,58682.66,4,15000
2024-02-27,Laptop,Electronics,290237.25,5,55000
2024-02-27,Smartphone,Electronics,27876.01,1,30000
2024-02-27,Headphones,Accessories,6719.69,3,2500
2024-02-27,Keyboard,Accessories,8023.88,6,1500
2024-02-27,Mouse,Accessories,3654.18,5,800
2024-02-27,Office Chair,Furniture,9541.08,1,9000
2024-02-27,Desk,Furniture,44125.32,4,12000
2024-02-27,Monitor,Electronics,69355.29,5,15000
2024-02-28,Laptop,Electronics,171541.81,3,55000
2024-02-28,Smartphone,Electronics,65873.27,2,30000
2024-02-28,Headphones,Accessories,2726.32,1,2500
2024-02-28,Keyboard,Accessories,1565.87,1,1500
2024-02-28,Mouse,Accessories,5887.32,7,800
2024-02-28,Office Chair,Furniture,27804.18,3,9000
2024-02-28,Desk,Furniture,12713.12,1,12000
2024-02-28,Monitor,Electronics,106952.65,7,15000
2024-02-29,Laptop,Electronics,60274.38,1,55000
2024-02-29,Smartphone,Electronics,211605.62,7,30000
2024-02-29,Headphones,Accessories,13719.42,5,2500
2024-02-29,Keyboard,Accessories,4546.28,3,1500
2024-02-29,Mouse,Accessories,5306.69,6,800
2024-02-29,Office Chair,Furniture,66485.9,7,9000
2024-02-29,Desk,Furniture,21922.21,2,12000
2024-02-29,Monitor,Electronics,114541.45,7,15000
2024-03-01,Laptop,Electronics,55441.69,1,55000
2024-03-01,Smartphone,Electronics,213686.8,7,30000
2024-03-01,Headphones,Accessories,11455.02,5,2500
2024-03-01,Keyboard,Accessories,1574.51,1,1500
2024-03-01,Mouse,Accessories,2540.51,3,800
2024-03-01,Office Chair,Furniture,50170.9,6,9000
2024-03-01,Desk,Furniture,25511.76,2,12000
2024-03-01,Monitor,Electronics,47750.06,3,15000
2024-03-02,Laptop,Electronics,355443.58,6,55000
2024-03-02,Smartphone,Electronics,233020.12,8,30000
2024-03-02,Headphones,Accessories,11382.47,5,2500
2024-03-02,Keyboard,Accessories,12856.21,8,1500
2024-03-02,Mouse,Accessories,3986.9,5,800
2024-03-02,Office Chair,Furniture,37920.26,4,9000
2024-03-02,Desk,Furniture,21190.29,2,12000
2024-03-02,Monitor,Electronics,47094.64,3,15000
2024-03-03,Laptop,Electronics,231414.26,4,55000
2024-03-03,Smartphone,Electronics,86667.03,3,30000
2024-03-03,Headphones,Accessories,8326.33,3,2500
2024-03-03,Keyboard,Accessories,8411.08,6,1500
2024-03-03,Mouse,Accessories,6341.64,8,800
2024-03-03,Office Chair,Furniture,55489.76,6,9000
2024-03-03,Desk,Furniture,24496.68,2,12000
2024-03-03,Monitor,Electronics,81377.16,6,15000
2024-03-04,Laptop,Electronics,48639.05,1,55000
2024-03-04,Smartphone,Electronics,122677.33,4,30000
2024-03-04,Headphones,Accessories,10156.32,4,2500
2024-03-04,Keyboard,Accessories,6417.72,4,1500
2024-03-04,Mouse,Accessories,4198.95,5,800
2024-03-04,Office Chair,Furniture,19171.79,2,9000
2024-03-04,Desk,Furniture,86151.38,7,12000
2024-03-04,Monitor,Electronics,80870.14,6,15000
2024-03-05,Laptop,Electronics,364401.87,6,55000
2024-03-05,Smartphone,Electronics,197741.64,6,30000
