Date,Product,Category,Sales,Quantity,Price
2024-01-15,Monitor,Electronics,55712.51,4,15000
2024-01-15,Wireless Mouse,Accessories,13594.49,17,900
2024-01-15,Keyboard,Accessories,14165.24,8,1600
2024-01-15,Bluetooth Speaker,Accessories,20476.02,6,3200
2024-01-16,Laptop,Electronics,234856.0,4,56000
2024-01-16,Smartphone,Electronics,124597.69,4,28000
2024-01-16,Monitor,Electronics,49874.14,3,15000
2024-01-16,Wireless Mouse,Accessories,8949.65,9,900
2024-01-16,Keyboard,Accessories,15682.81,11,1600
2024-01-16,Bluetooth Speaker,Accessories,23920.05,8,3200
2024-01-17,Laptop,Electronics,168430.43,3,56000
2024-01-17,Smartphone,Electronics,90351.68,3,28000
2024-01-17,Monitor,Electronics,76599.88,5,15000
2024-01-17,Wireless Mouse,Accessories,10270.36,11,900
2024-01-17,Keyboard,Accessories,13092.51,8,1600
2024-01-17,Bluetooth Speaker,Accessories,20533.83,7,3200
2024-01-18,Laptop,Electronics,216437.8,4,56000
2024-01-18,Smartphone,Electronics,74670.96,3,28000
2024-01-18,Monitor,Electronics,54645.34,4,15000
2024-01-18,Wireless Mouse,Accessories,11279.71,14,900
2024-01-18,Keyboard,Accessories,7211.17,5,1600
2024-01-18,Bluetooth Speaker,Accessories,30190.63,9,3200
2024-01-19,Laptop,Electronics,240216.53,4,56000
2024-01-19,Smartphone,Electronics,112233.7,4,28000
2024-01-19,Monitor,Electronics,57029.38,4,15000
2024-01-19,Wireless Mouse,Accessories,9354.15,11,900
2024-01-19,Keyboard,Accessories,10183.22,6,1600
2024-01-19,Bluetooth Speaker,Accessories,22550.27,8,3200
2024-01-20,Laptop,Electronics,105810.0,2,56000
2024-01-20,Smartphone,Electronics,196349.71,7,28000
2024-01-20,Monitor,Electronics,56585.55,4,15000
2024-01-20,Wireless Mouse,Accessories,14718.48,15,900
2024-01-20,Keyboard,Accessories,19856.65,14,1600
2024-01-20,Bluetooth Speaker,Accessories,22795.69,8,3200
2024-01-21,Laptop,Electronics,231435.58,4,56000
2024-01-21,Smartphone,Electronics,133513.65,5,28000
2024-01-21,Monitor,Electronics,49282.69,3,15000
2024-01-21,Wireless Mouse,Accessories,17953.27,18,900
2024-01-21,Keyboard,Accessories,19882.98,14,1600
2024-01-21,Bluetooth Speaker,Accessories,28484.1,10,3200
2024-01-22,Laptop,Electronics,237915.7,4,56000
2024-01-22,Smartphone,Electronics,178146.24,6,28000
2024-01-22,Monitor,Electronics,79335.58,5,15000
2024-01-22,Wireless Mouse,Accessories,12768.25,16,900
2024-01-22,Keyboard,Accessories,17329.93,10,1600
2024-01-22,Bluetooth Speaker,Accessories,25632.96,9,3200
2024-01-23,Laptop,Electronics,171339.72,3,56000
2024-01-23,Smartphone,Electronics,110163.35,4,28000
2024-01-23,Monitor,Electronics,83618.72,5,15000
2024-01-23,Wireless Mouse,Accessories,13864.64,14,900
2024-01-23,Keyboard,Accessories,9488.05,6,1600
2024-01-23,Bluetooth Speaker,Accessories,14782.31,5,3200
2024-01-24,Laptop,Electronics,175192.82,3,56000
2024-01-24,Smartphone,Electronics,115774.17,4,28000
2024-01-24,Monitor,Electronics,79563.75,5,15000
2024-01-24,Wireless Mouse,Accessories,12279.12,13,900
2024-01-24,Keyboard,Accessories,13157.45,8,1600
2024-01-24,Bluetooth Speaker,Accessories,22806.51,8,3200
2024-01-25,Laptop,Electronics,107817.18,2,56000
2024-01-25,Smartphone,Electronics,164991.07,6,28000
2024-01-25,Monitor,Electronics,71277.67,5,15000
2024-01-25,Wireless Mouse,Accessories,9826.31,10,900
2024-01-25,Keyboard,Accessories,12822.07,8,1600
2024-01-25,Bluetooth Speaker,Accessories,27666.58,9,3200
2024-01-26,Laptop,Electronics,57145.11,1,56000
2024-01-26,Smartphone,Electronics,110760.8,4,28000
2024-01-26,Monitor,Electronics,46680.0,3,15000
2024-01-26,Wireless Mouse,Accessories,11621.14,12,900
2024-01-26,Keyboard,Accessories,12010.32,8,1600
2024-01-26,Bluetooth Speaker,Accessories,23839.92,7,3200
2024-01-27,Laptop,Electronics,211230.66,4,56000
2024-01-27,Smartphone,Electronics,81653.28,3,28000
2024-01-27,Monitor,Electronics,76860.13,5,15000
2024-01-27,Wireless Mouse,Accessories,15352.96,17,900
2024-01-27,Keyboard,Accessories,14820.67,9,1600
2024-01-27,Bluetooth Speaker,Accessories,29708.45,9,3200
2024-01-28,Laptop,Electronics,107408.22,2,56000
2024-01-28,Smartphone,Electronics,134617.04,5,28000
2024-01-28,Monitor,Electronics,46896.79,3,15000
2024-01-28,Wireless Mouse,Accessories,7169.83,8,900
2024-01-28,Keyboard,Accessories,9153.19,6,1600
2024-01-28,Bluetooth Speaker,Accessories,38868.47,11,3200
2024-01-29,Laptop,Electronics,101828.56,2,56000
2024-01-29,Smartphone,Electronics,216997.25,7,28000
2024-01-29,Monitor,Electronics,40173.91,3,15000
2024-01-29,Wireless Mouse,Accessories,8872.5,9,900
2024-01-29,Keyboard,Accessories,9427.7,6,1600
2024-01-29,Bluetooth Speaker,Accessories,17934.58,6,3200
2024-01-30,Laptop,Electronics,98587.99,2,56000
2024-01-30,Smartphone,Electronics,86119.2,3,28000
2024-01-30,Monitor,Electronics,47194.48,3,15000
2024-01-30,Wireless Mouse,Accessories,11363.14,12,900
2024-01-30,Keyboard,Accessories,10465.59,7,1600
2024-01-30,Bluetooth Speaker,Accessories,31644.47,9,3200
2024-01-31,Laptop,Electronics,187310.1,3,56000
2024-01-31,Smartphone,Electronics,183170.86,6,28000
2024-01-31,Monitor,Electronics,54478.26,4,15000
2024-01-31,Wireless Mouse,Accessories,13001.91,13,900
2024-01-31,Keyboard,Accessories,14497.38,9,1600
2024-01-31,Bluetooth Speaker,Accessories,15350.91,5,3200
2024-02-01,Laptop,Electronics,122901.93,2,56000
2024-02-01,Smartphone,Electronics,214529.35,7,28000
2024-02-01,Monitor,Electronics,60594.52,4,15000
2024-02-01,Wireless Mouse,Accessories,9408.85,11,900
2024-02-01,Keyboard,Accessories,15634.43,11,1600
2024-02-01,Bluetooth Speaker,Accessories,27967.73,9,3200
2024-02-02,Laptop,Electronics,119272.58,2,56000
2024-02-02,Smartphone,Electronics,154047.2,5,28000
2024-02-02,Monitor,Electronics,65549.06,4,15000
2024-02-02,Wireless Mouse,Accessories,12000.81,12,900
2024-02-02,Keyboard,Accessories,10588.05,7,1600
2024-02-02,Bluetooth Speaker,Accessories,34623.41,10,3200
2024-02-03,Laptop,Electronics,118377.81,2,56000
2024-02-03,Smartphone,Electronics,127283.41,5,28000
2024-02-03,Monitor,Electronics,83845.4,5,15000
2024-02-03,Wireless Mouse,Accessories,17170.49,18,900
2024-02-03,Keyboard,Accessories,12911.35,9,1600
2024-02-03,Bluetooth Speaker,Accessories,20469.16,6,3200
2024-02-04,Laptop,Electronics,183607.32,3,56000
2024-02-04,Smartphone,Electronics,246490.22,8,28000
2024-02-04,Monitor,Electronics,69655.98,5,15000
2024-02-04,Wireless Mouse,Accessories,15129.78,17,900
2024-02-04,Keyboard,Accessories,19076.15,12,1600
2024-02-04,Bluetooth Speaker,Accessories,26325.36,8,3200
2024-02-05,Laptop,Electronics,122341.2,2,56000
2024-02-05,Smartphone,Electronics,170976.83,6,28000
2024-02-05,Monitor,Electronics,61433.48,4,15000
2024-02-05,Wireless Mouse,Accessories,13046.63,15,900
2024-02-05,Keyboard,Accessories,8689.95,6,1600
2024-02-05,Bluetooth Speaker,Accessories,25213.06,8,3200
2024-02-06,Laptop,Electronics,179607.06,3,56000
2024-02-06,Smartphone,Electronics,130770.6,5,28000
2024-02-06,Monitor,Electronics,82229.52,5,15000
2024-02-06,Wireless Mouse,Accessories,7586.48,9,900
2024-02-06,Keyboard,Accessories,11158.33,7,1600
2024-02-06,Bluetooth Speaker,Accessories,32846.25,10,3200
2024-02-07,Laptop,Electronics,120379.13,2,56000
2024-02-07,Smartphone,Electronics,163937.31,6,28000
2024-02-07,Monitor,Electronics,46081.26,3,15000
2024-02-07,Wireless Mouse,Accessories,14066.35,15,900
2024-02-07,Keyboard,Accessories,8576.42,6,1600
2024-02-07,Bluetooth Speaker,Accessories,27420.3,9,3200
2024-02-08,Laptop,Electronics,105025.88,2,56000
2024-02-08,Smartphone,Electronics,187950.84,6,28000
2024-02-08,Monitor,Electronics,67585.06,5,15000
2024-02-08,Wireless Mouse,Accessories,12155.3,14,900
2024-02-08,Keyboard,Accessories,14374.11,9,1600
2024-02-08,Bluetooth Speaker,Accessories,18216.78,6,3200
2024-02-09,Laptop,Electronics,162477.42,3,56000
2024-02-09,Smartphone,Electronics,104027.66,4,28000
2024-02-09,Monitor,Electronics,73746.62,5,15000
2024-02-09,Wireless Mouse,Accessories,9742.14,11,900
2024-02-09,Keyboard,Accessories,14740.42,10,1600
2024-02-09,Bluetooth Speaker,Accessories,17225.2,5,3200
2024-02-10,Laptop,Electronics,207200.22,4,56000
2024-02-10,Smartphone,Electronics,184357.95,7,28000
2024-02-10,Monitor,Electronics,66820.14,4,15000
2024-02-10,Wireless Mouse,Accessories,15803.68,16,900
2024-02-10,Keyboard,Accessories,12883.02,8,1600
2024-02-10,Bluetooth Speaker,Accessories,20946.16,6,3200
2024-02-11,Laptop,Electronics,121025.76,2,56000
2024-02-11,Smartphone,Electronics,185022.98,6,28000
2024-02-11,Monitor,Electronics,69177.65,5,15000
2024-02-11,Wireless Mouse,Accessories,14295.48,15,900
2024-02-11,Keyboard,Accessories,23178.26,14,1600
2024-02-11,Bluetooth Speaker,Accessories,23960.88,7,3200
2024-02-12,Laptop,Electronics,113394.23,2,56000
2024-02-12,Smartphone,Electronics,132442.08,5,28000
2024-02-12,Monitor,Electronics,49069.27,3,15000
2024-02-12,Wireless Mouse,Accessories,13976.39,17,900
2024-02-12,Keyboard,Accessories,18809.76,12,1600
2024-02-12,Bluetooth Speaker,Accessories,23594.04,7,3200
2024-02-13,Laptop,Electronics,171689.57,3,56000
2024-02-13,Smartphone,Electronics,132538.1,5,28000
2024-02-13,Monitor,Electronics,49660.03,3,15000
2024-02-13,Wireless Mouse,Accessories,12632.51,13,900
2024-02-13,Keyboard,Accessories,14140.63,8,1600
2024-02-13,Bluetooth Speaker,Accessories,21191.16,7,3200
2024-02-14,Laptop,Electronics,157975.47,3,56000
2024-02-14,Smartphone,Electronics,140179.24,5,28000
2024-02-14,Monitor,Electronics,32090.05,2,15000
2024-02-14,Wireless Mouse,Accessories,7233.78,9,900
2024-02-14,Keyboard,Accessories,12954.46,8,1600
2024-02-14,Bluetooth Speaker,Accessories,23055.81,7,3200
2024-02-15,Laptop,Electronics,125108.47,2,56000
2024-02-15,Smartphone,Electronics,144355.15,5,28000
2024-02-15,Monitor,Electronics,39984.42,3,15000
2024-02-15,Wireless Mouse,Accessories,14192.76,17,900
2024-02-15,Keyboard,Accessories,10600.82,7,1600
2024-02-15,Bluetooth Speaker,Accessories,20158.76,6,3200
2024-02-16,Laptop,Electronics,187144.92,3,56000
2024-02-16,Smartphone,Electronics,89819.18,3,28000
2024-02-16,Monitor,Electronics,57227.28,4,15000
2024-02-16,Wireless Mouse,Accessories,14019.43,16,900
2024-02-16,Keyboard,Accessories,10563.16,7,1600
2024-02-16,Bluetooth Speaker,Accessories,31290.74,9,3200
2024-02-17,Laptop,Electronics,186159.34,3,56000
2024-02-17,Smartphone,Electronics,116263.94,4,28000
2024-02-17,Monitor,Electronics,84499.04,6,15000
2024-02-17,Wireless Mouse,Accessories,10022.93,10,900
2024-02-17,Keyboard,Accessories,20962.1,14,1600
2024-02-17,Bluetooth Speaker,Accessories,22993.63,7,3200
2024-02-18,Laptop,Electronics,235946.75,4,56000
2024-02-18,Smartphone,Electronics,125370.0,5,28000
2024-02-18,Monitor,Electronics,92861.38,6,15000
2024-02-18,Wireless Mouse,Accessories,15251.12,18,900
2024-02-18,Keyboard,Accessories,17508.45,10,1600
2024-02-18,Bluetooth Speaker,Accessories,14703.07,5,3200
2024-02-19,Laptop,Electronics,98861.81,2,56000
2024-02-19,Smartphone,Electronics,87384.76,3,28000
2024-02-19,Monitor,Electronics,79060.02,5,15000
2024-02-19,Wireless Mouse,Accessories,12713.42,16,900
2024-02-19,Keyboard,Accessories,18781.11,11,1600
2024-02-19,Bluetooth Speaker,Accessories,15724.72,5,3200
2024-02-20,Laptop,Electronics,118515.88,2,56000
2024-02-20,Smartphone,Electronics,79355.05,3,28000
2024-02-20,Monitor,Electronics,66998.98,4,15000
2024-02-20,Wireless Mouse,Accessories,9173.63,11,900
2024-02-20,Keyboard,Accessories,16827.18,11,1600
2024-02-20,Bluetooth Speaker,Accessories,22640.33,7,3200
2024-02-21,Laptop,Electronics,171429.63,3,56000
2024-02-21,Smartphone,Electronics,101662.72,4,28000
2024-02-21,Monitor,Electronics,50124.68,3,15000
2024-02-21,Wireless Mouse,Accessories,12022.8,14,900
2024-02-21,Keyboard,Accessories,9889.7,7,1600
2024-02-21,Bluetooth Speaker,Accessories,16610.33,5,3200
2024-02-22,Laptop,Electronics,186222.53,3,56000
2024-02-22,Smartphone,Electronics,152620.89,5,28000
2024-02-22,Monitor,Electronics,53387.76,4,15000
2024-02-22,Wireless Mouse,Accessories,6707.27,8,900
2024-02-22,Keyboard,Accessories,19213.95,12,1600
2024-02-22,Bluetooth Speaker,Accessories,15030.43,5,3200
2024-02-23,Laptop,Electronics,113807.05,2,56000
2024-02-23,Smartphone,Electronics,159968.86,6,28000
2024-02-23,Monitor,Electronics,71589.28,5,15000
2024-02-23,Wireless Mouse,Accessories,14109.26,14,900
2024-02-23,Keyboard,Accessories,11478.13,8,1600
2024-02-23,Bluetooth Speaker,Accessories,14395.18,5,3200
2024-02-24,Laptop,Electronics,185994.7,3,56000
2024-02-24,Smartphone,Electronics,99508.64,4,28000
2024-02-24,Monitor,Electronics,58366.16,4,15000
2024-02-24,Wireless Mouse,Accessories,9197.18,10,900
2024-02-24,Keyboard,Accessories,10659.37,6,1600
2024-02-24,Bluetooth Speaker,Accessories,30424.48,10,3200
2024-02-25,Laptop,Electronics,107469.67,2,56000
2024-02-25,Smartphone,Electronics,153404.78,6,28000
2024-02-25,Monitor,Electronics,41711.34,3,15000
2024-02-25,Wireless Mouse,Accessories,11973.95,13,900
2024-02-25,Keyboard,Accessories,14945.72,10,1600
2024-02-25,Bluetooth Speaker,Accessories,36714.44,11,3200
2024-02-26,Laptop,Electronics,250553.81,4,56000
2024-02-26,Smartphone,Electronics,151194.58,5,28000
2024-02-26,Monitor,Electronics,40415.29,3,15000
2024-02-26,Wireless Mouse,Accessories,7315.62,8,900
2024-02-26,Keyboard,Accessories,13237.03,9,1600
2024-02-26,Bluetooth Speaker,Accessories,22822.93,7,3200
2024-02-27,Laptop,Electronics,103028.65,2,56000
2024-02-27,Smartphone,Electronics,124731.85,5,28000
2024-02-27,Monitor,Electronics,70642.1,5,15000
2024-02-27,Wireless Mouse,Accessories,7149.15,9,900
2024-02-27,Keyboard,Accessories,9864.42,7,1600
2024-02-27,Bluetooth Speaker,Accessories,18616.54,6,3200
2024-02-28,Laptop,Electronics,216058.13,4,56000
2024-02-28,Smartphone,Electronics,93969.82,3,28000
2024-02-28,Monitor,Electronics,60919.98,4,15000
2024-02-28,Wireless Mouse,Accessories,10140.72,11,900
2024-02-28,Keyboard,Accessories,18149.46,11,1600
2024-02-28,Bluetooth Speaker,Accessories,28639.97,9,3200
2024-02-29,Laptop,Electronics,105687.94,2,56000
2024-02-29,Smartphone,Electronics,191676.8,7,28000
2024-02-29,Monitor,Electronics,49276.46,3,15000
2024-02-29,Wireless Mouse,Accessories,11412.74,13,900
2024-02-29,Keyboard,Accessories,9233.45,6,1600
2024-02-29,Bluetooth Speaker,Accessories,24227.2,7,3200
2024-03-01,Laptop,Electronics,243068.51,4,56000
2024-03-01,Smartphone,Electronics,142093.57,5,28000
2024-03-01,Monitor,Electronics,28739.94,2,15000
2024-03-01,Wireless Mouse,Accessories,10468.47,11,900
2024-03-01,Keyboard,Accessories,14293.7,9,1600
2024-03-01,Bluetooth Speaker,Accessories,20930.64,7,3200
2024-03-02,Laptop,Electronics,214831.77,4,56000
2024-03-02,Smartphone,Electronics,182537.27,7,28000
2024-03-02,Monitor,Electronics,56243.02,4,15000
2024-03-02,Wireless Mouse,Accessories,10926.07,13,900
2024-03-02,Keyboard,Accessories,13322.12,9,1600
2024-03-02,Bluetooth Speaker,Accessories,24721.38,8,3200
2024-03-03,Laptop,Electronics,125337.11,2,56000
2024-03-03,Smartphone,Electronics,103909.87,4,28000
2024-03-03,Monitor,Electronics,41878.86,3,15000
2024-03-03,Wireless Mouse,Accessories,15179.73,16,900
2024-03-03,Keyboard,Accessories,11237.77,7,1600
2024-03-03,Bluetooth Speaker,Accessories,15999.23,5,3200
2024-03-04,Laptop,Electronics,164528.32,3,56000
2024-03-04,Smartphone,Electronics,178002.16,7,28000
2024-03-04,Monitor,Electronics,29946.87,2,15000
2024-03-04,Wireless Mouse,Accessories,13619.12,16,900
2024-03-04,Keyboard,Accessories,12976.0,8,1600
2024-03-04,Bluetooth Speaker,Accessories,21364.99,6,3200
2024-03-05,Laptop,Electronics,187875.44,3,56000
2024-03-05,Smartphone,Electronics,86972.83,3,28000
2024-03-05,Monitor,Electronics,81877.93,5,15000
2024-03-05,Wireless Mouse,Accessories,9910.52,11,900
2024-03-05,Keyboard,Accessories,16365.72,11,1600
2024-03-05,Bluetooth Speaker,Accessories,18109.64,6,3200
2024-03-06,Laptop,Electronics,151702.58,3,56000
2024-03-06,Smartphone,Electronics,120057.18,4,28000
2024-03-06,Monitor,Electronics,62557.39,4,15000
2024-03-06,Wireless Mouse,Accessories,13728.02,14,900
2024-03-06,Keyboard,Accessories,12239.99,8,1600
2024-03-06,Bluetooth Speaker,Accessories,15888.37,5,3200
2024-03-07,Laptop,Electronics,158440.57,3,56000
2024-03-07,Smartphone,Electronics,132189.01,5,28000
2024-03-07,Monitor,Electronics,54465.99,4,15000
2024-03-07,Wireless Mouse,Accessories,14378.42,17,900
2024-03-07,Keyboard,Accessories,13006.28,8,1600
2024-03-07,Bluetooth Speaker,Accessories,26744.14,9,3200
2024-03-08,Laptop,Electronics,172474.09,3,56000
2024-03-08,Smartphone,Electronics,84198.38,3,28000
2024-03-08,Monitor,Electronics,61868.27,4,15000
2024-03-08,Wireless Mouse,Accessories,15060.85,16,900
2024-03-08,Keyboard,Accessories,22160.2,13,1600
2024-03-08,Bluetooth Speaker,Accessories,18731.59,6,3200
2024-03-09,Laptop,Electronics,156840.35,3,56000
2024-03-09,Smartphone,Electronics,116599.44,4,28000
2024-03-09,Monitor,Electronics,62533.74,4,15000
2024-03-09,Wireless Mouse,Accessories,8255.62,9,900
2024-03-09,Keyboard,Accessories,13499.1,9,1600
2024-03-09,Bluetooth Speaker,Accessories,18956.71,6,3200
2024-03-10,Laptop,Electronics,109636.01,2,56000
2024-03-10,Smartphone,Electronics,173176.38,7,28000
2024-03-10,Monitor,Electronics,49076.64,3,15000
2024-03-10,Wireless Mouse,Accessories,10187.44,11,900
2024-03-10,Keyboard,Accessories,24572.41,14,1600
2024-03-10,Bluetooth Speaker,Accessories,21555.54,7,3200
2024-03-11,Laptop,Electronics,226001.94,4,56000
2024-03-11,Smartphone,Electronics,130982.89,5,28000
2024-03-11,Monitor,Electronics,47863.33,3,15000
2024-03-11,Wireless Mouse,Accessories,14692.64,15,900
2024-03-11,Keyboard,Accessories,12688.26,8,1600
2024-03-11,Bluetooth Speaker,Accessories,29585.74,10,3200
2024-03-12,Laptop,Electronics,101340.49,2,56000
2024-03-12,Smartphone,Electronics,82126.92,3,28000
2024-03-12,Monitor,Electronics,72596.53,5,15000
2024-03-12,Wireless Mouse,Accessories,11305.39,12,900
2024-03-12,Keyboard,Accessories,15864.42,9,1600
2024-03-12,Bluetooth Speaker,Accessories,15353.63,5,3200
2024-03-13,Laptop,Electronics,166160.46,3,56000
2024-03-13,Smartphone,Electronics,179006.55,6,28000
2024-03-13,Monitor,Electronics,55727.04,4,15000
2024-03-13,Wireless Mouse,Accessories,7019.81,8,900
2024-03-13,Keyboard,Accessories,12061.68,8,1600
2024-03-13,Bluetooth Speaker,Accessories,11732.48,4,3200
2024-03-14,Laptop,Electronics,183809.59,3,56000
2024-03-14,Smartphone,Electronics,160727.13,6,28000
2024-03-14,Monitor,Electronics,50253.7,3,15000
2024-03-14,Wireless Mouse,Accessories,13261.49,16,900
2024-03-14,Keyboard,Accessories,11379.5,7,1600
2024-03-14,Bluetooth Speaker,Accessories,12301.31,4,3200
2024-03-15,Laptop,Electronics,180767.69,3,56000
2024-03-15,Smartphone,Electronics,89885.48,3,28000
2024-03-15,Monitor,Electronics,62067.42,4,15000
2024-03-15,Wireless Mouse,Accessories,11327.11,13,900
2024-03-15,Keyboard,Accessories,9937.95,6,1600
2024-03-15,Bluetooth Speaker,Accessories,31721.47,9,3200
2024-03-16,Laptop,Electronics,177264.62,3,56000
2024-03-16,Smartphone,Electronics,168501.87,6,28000
2024-03-16,Monitor,Electronics,49355.63,3,15000
2024-03-16,Wireless Mouse,Accessories,15336.09,16,900
2024-03-16,Keyboard,Accessories,12035.41,8,1600
2024-03-16,Bluetooth Speaker,Accessories,21383.58,7,3200
2024-03-17,Laptop,Electronics,114713.93,2,56000
2024-03-17,Smartphone,Electronics,176842.75,7,28000
2024-03-17,Monitor,Electronics,87760.16,6,15000
2024-03-17,Wireless Mouse,Accessories,13778.99,15,900
2024-03-17,Keyboard,Accessories,22729.11,13,1600
2024-03-17,Bluetooth Speaker,Accessories,17266.97,5,3200
2024-03-18,Laptop,Electronics,124401.36,2,56000
2024-03-18,Smartphone,Electronics,147455.02,5,28000
2024-03-18,Monitor,Electronics,44379.81,3,15000
2024-03-18,Wireless Mouse,Accessories,10899.48,13,900
2024-03-18,Keyboard,Accessories,18573.97,11,1600
2024-03-18,Bluetooth Speaker,Accessories,20246.71,6,3200
2024-03-19,Laptop,Electronics,175416.82,3,56000
2024-03-19,Smartphone,Electronics,123710.07,5,28000
2024-03-19,Monitor,Electronics,81034.48,5,15000
2024-03-19,Wireless Mouse,Accessories,8394.85,10,900
2024-03-19,Keyboard,Accessories,10265.54,6,1600
2024-03-19,Bluetooth Speaker,Accessories,31121.06,9,3200
2024-03-20,Laptop,Electronics,162604.59,3,56000
2024-03-20,Smartphone,Electronics,204409.17,7,28000
2024-03-20,Monitor,Electronics,62083.7,4,15000
2024-03-20,Wireless Mouse,Accessories,14948.78,16,900
2024-03-20,Keyboard,Accessories,17542.98,12,1600
2024-03-20,Bluetooth Speaker,Accessories,16921.96,6,3200
2024-03-21,Laptop,Electronics,229178.54,4,56000
2024-03-21,Smartphone,Electronics,102499.68,4,28000
2024-03-21,Monitor,Electronics,76328.33,5,15000
2024-03-21,Wireless Mouse,Accessories,6594.14,8,900
